timestamp,open,high,low,close,volume
2020-01-01 00:00:00,100.0,101.34327773115118,99.62013051267796,101.00342830602247,1308752.9228416584
2020-01-01 01:00:00,101.00342830602247,101.5817332565881,100.23566544623937,100.73422528024057,1518153.56747309
2020-01-01 02:00:00,100.73422528024057,103.37780950906797,99.07308351510797,102.04918676493789,1270392.106274234
2020-01-01 03:00:00,102.04918676493789,105.32159491719796,101.49063812441518,105.16787084891757,2956148.1012919685
2020-01-01 04:00:00,105.16787084891757,106.42201574557022,103.1998903812842,104.68587939856762,1003692.5159847128
2020-01-01 05:00:00,104.68587939856762,105.77085585422573,104.1279169974471,104.20613132174887,1421090.7331810656
2020-01-01 06:00:00,104.20613132174887,109.48762652475278,102.18782710000048,107.50782509563608,1388865.490038694
2020-01-01 07:00:00,107.50782509563608,110.16911293197246,105.47589044601901,109.16868065082738,1559830.8894423863
2020-01-01 08:00:00,109.16868065082738,109.31038002527534,107.14715263834056,108.15455953265494,1137379.6451988267
2020-01-01 09:00:00,108.15455953265494,110.3663403627073,107.1693459662022,109.33898183928936,1436310.162345559
2020-01-01 10:00:00,109.33898183928936,110.1191602825912,107.98059357579643,108.33652336350474,1350306.928055831
2020-01-01 11:00:00,108.33652336350474,110.13534924703222,105.91276800935178,107.33824616926624,1206522.7831030528
2020-01-01 12:00:00,107.33824616926624,109.88668384527615,105.37995095246198,107.86841611126377,1117448.931292227
2020-01-01 13:00:00,107.86841611126377,107.95345436074105,102.2133141701703,103.75155276151074,1878998.7215553503
2020-01-01 14:00:00,103.75155276151074,105.75990179311673,98.39974613287315,100.18266984660195,1458814.2734328713
2020-01-01 15:00:00,100.18266984660195,101.24471101661662,99.01089673114423,99.06605879557043,1141616.954670342
2020-01-01 16:00:00,99.06605879557043,99.97670323594015,95.84905396734305,97.0692216551093,1407377.071540406
2020-01-01 17:00:00,97.0692216551093,99.13995085218411,96.52608649058843,97.68900345691917,1416150.152951249
2020-01-01 18:00:00,97.68900345691917,97.86121401530524,95.1310782489915,95.92469301621371,1693468.9499825027
2020-01-01 19:00:00,95.92469301621371,97.25497829626096,91.37774029262795,93.22478950559032,1162789.6782134648
2020-01-01 20:00:00,93.22478950559032,96.92300067984915,92.6103814363949,95.96680794397767,1290448.0325070694
2020-01-01 21:00:00,95.96680794397767,97.61158331459251,94.23563537812625,95.5430640074302,2070408.2857181695
2020-01-01 22:00:00,95.5430640074302,96.07110094001484,93.8741920637597,95.68165534548704,1030811.2679408124
2020-01-01 23:00:00,95.68165534548704,97.38210834730775,92.35293279440916,92.96477821287392,1188867.313415131
2020-01-02 00:00:00,92.96477821287392,93.91690223203668,90.23175304760473,91.96190630572714,1024480.3058051238
2020-01-02 01:00:00,91.96190630572714,92.82445416896506,90.38646644637899,92.17511555239946,1252135.6397723325
